STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
999999,23160, 19460601,   78.7,17,   28.1,17, 1006.8,17,  921.0,17,  49.7,17,   4.6,17,   8.9, 999.9,   93.9*,  63.0*, 0.00I,999.9, 000000,
999999,23160, 19460718,   76.8,24,   66.3,24, 1012.2,24,  925.9,24,  44.9,24,   6.4,24,  22.0, 999.9,   93.9*,  70.0*,99.99 ,999.9, 010010,
999999,23160, 19460719,   78.3,24,   66.0,24, 1012.9,24,  926.3,24,  42.3,24,   4.9,24,  14.0, 999.9,   93.0*,  69.1*,99.99 ,999.9, 010010,
999999,23160, 19460804,   78.9,24,   66.1,24, 1013.5,24,  927.0,24,  37.5,24,   5.6,24,  15.9, 999.9,   95.0*,  68.0*,99.99 ,999.9, 010010,
999999,23160, 19460810,   79.4,24,   65.5,24, 1011.9,24,  925.9,24,  42.7,24,   6.9,24,  19.0, 999.9,   93.0*,  72.0*,99.99 ,999.9, 010010,
999999,23160, 19460812,   78.7,24,   66.1,24, 1013.9,24,  927.4,24,  49.5,24,   5.2,24,  13.0, 999.9,   91.0*,  71.1*, 0.00I,999.9, 000000,
999999,23160, 19460830,   77.0,24,   66.3,24, 1012.7,24,  926.2,24,  42.7,24,   6.5,24,  22.9, 999.9,   89.1*,  71.1*,99.99 ,999.9, 010010,
999999,23160, 19460831,   78.1,24,   64.2,24, 1011.7,24,  925.4,24,  46.4,24,   6.4,24,  14.0, 999.9,   90.0*,  68.0*,99.99 ,999.9, 010010,
999999,23160, 19460916,   77.1,24,   60.5,24, 1007.7,24,  921.7,24,  47.6,24,   7.6,24,  13.0, 999.9,   91.9*,  68.0*,99.99 ,999.9, 010010,
999999,23160, 19460917,   76.9,24,   61.8,24, 1007.5,24,  921.6,24,  46.2,24,   5.7,24,  12.0, 999.9,   90.0*,  70.0*,99.99 ,999.9, 010000,
999999,23160, 19460918,   70.4,24,   64.3,24, 1009.6,24,  922.7,24,  37.9,24,   6.2,24,  14.0, 999.9,   80.1*,  64.9*,99.99 ,999.9, 010000,
999999,23160, 19460919,   74.0,24,   66.6,24, 1012.6,24,  925.7,24,  30.4,24,   3.6,24,   7.0, 999.9,   86.0*,  68.0*,99.99 ,999.9, 010000,
999999,23160, 19460920,   76.6,24,   66.6,24, 1011.7,24,  925.3,24,  48.9,24,   5.2,24,  12.0, 999.9,   87.1*,  66.9*, 0.00I,999.9, 000000,
999999,23160, 19460921,   76.9,24,   62.6,24, 1007.0,24,  921.0,24,  49.7,24,   5.7,24,  12.0, 999.9,   88.0*,  64.9*, 0.00I,999.9, 000000,
999999,23160, 19460922,   76.5,24,   51.3,24, 1004.6,24,  918.7,24,  49.7,24,   5.9,24,  11.1, 999.9,   91.0*,  63.0*, 0.00I,999.9, 000000,
999999,23160, 19460923,   78.9,24,   49.2,24, 1006.9,24,  920.9,24,  49.7,24,   4.6,24,  10.1, 999.9,   97.0*,  64.0*, 0.00I,999.9, 000000,
999999,23160, 19460927,   76.5,24,   62.9,24, 1010.5,24,  924.2,24,  45.6,24,   6.0,24,  15.0, 999.9,   87.1*,  68.0*,99.99 ,999.9, 010010,
999999,23160, 19460928,   70.5,24,   62.7,24, 1012.3,24,  925.3,24,  39.1,24,   4.6,24,  10.1, 999.9,   82.0*,  64.0*,99.99 ,999.9, 010010,
999999,23160, 19460929,   73.6,24,   62.5,24, 1014.1,24,  927.1,24,  41.8,24,   9.1,24,  20.0, 999.9,   82.9*,  66.9*,99.99 ,999.9, 010010,
999999,23160, 19460930,   76.3,24,   56.9,24, 1014.3,24,  927.4,24,  46.4,24,  11.8,24,  20.0, 999.9,   87.1*,  70.0*, 0.00I,999.9, 000000,
999999,23160, 19461004,   67.4,24,   45.8,24, 1002.5,24,  916.2,24,  49.7,24,   7.2,24,  15.9, 999.9,   82.9*,  57.9*, 0.00I,999.9, 000000,
999999,23160, 19461005,   62.0,24,   39.9,24, 1008.5,24,  920.9,24,  49.7,24,   5.3,24,  12.0, 999.9,   78.1*,  51.1*, 0.00I,999.9, 000000,
999999,23160, 19461006,   64.0,24,   39.8,24, 1007.7,24,  920.4,24,  49.7,24,   5.4,24,  12.0, 999.9,   78.1*,  53.1*, 0.00I,999.9, 000000,
999999,23160, 19461007,   59.7,24,   37.5,24, 1011.1,24,  923.1,24,  49.7,24,   5.7,24,  15.9, 999.9,   73.0*,  45.0*, 0.00I,999.9, 000000,
999999,23160, 19461008,   62.4,24,   36.1,24, 1007.6,24,  920.0,24,  49.7,24,   6.0,24,  13.0, 999.9,   81.0*,  48.0*, 0.00I,999.9, 000000,
999999,23160, 19461009,   59.8,24,   41.2,24, 1008.1,24,  920.6,24,  45.2,24,   8.1,24,  26.0, 999.9,   77.0*,  53.1*,99.99 ,999.9, 010010,
999999,23160, 19461010,   58.6,24,   46.6,24, 1012.2,24,  923.9,24,  49.7,24,   4.5,24,  10.1, 999.9,   75.0*,  48.0*, 0.00I,999.9, 000000,
999999,23160, 19461011,   61.9,24,   42.4,24, 1014.7,24,  926.5,24,  49.7,24,   4.4,24,   8.9, 999.9,   75.9*,  46.0*, 0.00I,999.9, 000000,
999999,23160, 19461012,   63.6,24,   36.1,24, 1013.7,24,  925.7,24,  49.7,24,   6.0,24,  11.1, 999.9,   82.0*,  48.9*, 0.00I,999.9, 000000,
999999,23160, 19461013,   66.4,24,   40.6,24, 1012.0,24,  924.4,24,  49.7,24,   4.5,24,   8.9, 999.9,   84.0*,  53.1*, 0.00I,999.9, 000000,
999999,23160, 19461014,   69.9,24,   43.4,24, 1011.8,24,  924.6,24,  49.7,24,   5.2,24,   8.9, 999.9,   87.1*,  55.9*, 0.00I,999.9, 000000,
999999,23160, 19461015,   68.9,24,   44.6,24, 1013.4,24,  926.2,24,  49.7,24,   3.9,24,   6.0, 999.9,   82.9*,  55.0*, 0.00I,999.9, 000000,
999999,23160, 19461017,   62.8,24,   40.8,24, 1013.8,24,  926.0,24,  48.1,24,   5.1,24,  10.1, 999.9,   75.9*,  48.0*, 0.00I,999.9, 000000,
999999,23160, 19461018,   61.4,24,   36.2,24, 1013.3,24,  925.3,24,  48.9,24,   4.6,24,  10.1, 999.9,   79.0*,  48.0*, 0.00I,999.9, 000000,
999999,23160, 19461019,   64.2,24,   33.2,24, 1014.7,24,  926.6,24,  49.7,24,   5.4,24,  11.1, 999.9,   86.0*,  46.9*, 0.00I,999.9, 000000,
999999,23160, 19461020,   67.9,24,   39.2,24, 1015.0,24,  927.3,24,  48.5,24,   5.6,24,  10.1, 999.9,   86.0*,  55.0*, 0.00I,999.9, 000000,
999999,23160, 19461021,   68.4,24,   41.2,24, 1014.9,24,  927.4,24,  46.8,24,   4.1,24,   8.0, 999.9,   82.9*,  57.0*, 0.00I,999.9, 000000,
999999,23160, 19461023,   69.3,24,   42.9,24, 1012.7,24,  925.4,24,  49.7,24,   4.7,24,  13.0, 999.9,   82.9*,  59.0*, 0.00I,999.9, 000000,
999999,23160, 19461024,   66.2,24,   40.0,24, 1014.4,24,  926.8,24,  49.3,24,   5.5,24,  12.0, 999.9,   81.0*,  52.0*, 0.00I,999.9, 000000,
999999,23160, 19461025,   64.7,24,   37.7,24, 1013.6,24,  925.8,24,  48.9,24,   4.8,24,  10.1, 999.9,   82.0*,  50.0*, 0.00I,999.9, 000000,
999999,23160, 19461026,   67.5,24,   37.0,24, 1007.5,24,  920.4,24,  49.7,24,   5.7,24,  12.0, 999.9,   82.9*,  55.9*, 0.00I,999.9, 000000,
999999,23160, 19461027,   65.6,24,   40.7,24, 1009.0,24,  921.9,24,  42.9,24,   6.0,24,  12.0, 999.9,   80.1*,  60.1*,99.99 ,999.9, 010000,
999999,23160, 19461028,   64.1,24,   55.3,24, 1012.5,24,  924.7,24,  38.7,24,   7.1,24,  15.0, 999.9,   75.0*,  57.9*,99.99 ,999.9, 010000,
999999,23160, 19461029,   67.2,24,   54.7,24, 1011.3,24,  924.0,24,  45.4,24,   6.9,24,  14.0, 999.9,   72.0*,  63.0*,99.99 ,999.9, 010000,
999999,23160, 19461030,   58.1,24,   46.0,24, 1014.9,24,  926.6,24,  48.9,24,   3.6,24,   8.0, 999.9,   71.1*,  46.0*, 0.00I,999.9, 000000,
999999,23160, 19461031,   56.6,24,   42.6,24, 1015.8,24,  927.1,24,  49.7,24,   4.0,24,   8.0, 999.9,   70.0*,  48.0*, 0.00I,999.9, 000000,
999999,23160, 19461101,   54.4,24,   33.8,24, 1013.7,24,  925.0,24,  49.7,24,   4.2,24,   7.0, 999.9,   72.0*,  39.0*, 0.00I,999.9, 000000,
999999,23160, 19461102,   50.3,24,   24.6,24, 1008.2,24,  919.7,24,  46.8,24,  10.0,24,  22.0, 999.9,   66.0*,  37.9*, 0.00I,999.9, 000000,
999999,23160, 19461103,   42.9,24,   19.3,24, 1013.7,24,  924.0,24,  49.3,24,   5.9,24,  15.0, 999.9,   57.0*,  32.0*, 0.00I,999.9, 000000,
999999,23160, 19461104,   45.8,24,   26.5,24, 1018.5,24,  928.5,24,  49.7,24,   5.2,24,  14.0, 999.9,   60.1*,  33.1*, 0.00I,999.9, 000000,
999999,23160, 19461105,   46.5,24,   28.3,24, 1019.9,24,  929.9,24,  49.7,24,   4.8,24,   8.9, 999.9,   61.0*,  34.0*, 0.00I,999.9, 000000,
999999,23160, 19461106,   49.6,24,   27.9,24, 1020.2,24,  930.3,24,  49.7,24,   3.8,24,  12.0, 999.9,   66.9*,  34.0*, 0.00I,999.9, 000000,
999999,23160, 19461107,   54.0,24,   28.2,24, 1014.7,24,  925.7,24,  49.7,24,   4.3,24,  10.1, 999.9,   77.0*,  39.9*, 0.00I,999.9, 000000,
999999,23160, 19461108,   59.8,24,   31.6,24, 1005.7,24,  918.2,24,  45.6,24,  11.5,24,  22.0, 999.9,   68.0*,  54.0*, 0.00I,999.9, 000000,
999999,23160, 19461109,   45.9,24,   37.5,24, 1011.4,24,  922.4,24,  41.0,24,   5.3,24,  15.0, 999.9,   57.9*,  36.0*,99.99 ,999.9, 010000,
999999,23160, 19461110,   47.2,24,   35.9,24, 1013.2,24,  923.9,24,  42.7,24,   4.2,24,  15.9, 999.9,   59.0*,  36.0*,99.99 ,999.9, 010010,
999999,23160, 19461111,   49.9,24,   29.2,24, 1012.7,24,  923.4,24,  49.7,24,   5.4,24,   8.0, 999.9,   71.1*,  37.0*, 0.00I,999.9, 000000,
999999,23160, 19461112,   58.2,24,   34.5,24, 1014.2,24,  925.6,24,  49.3,24,   5.8,24,  14.0, 999.9,   72.0*,  43.0*, 0.00I,999.9, 000000,
999999,23160, 19461113,   60.7,24,   43.3,24, 1015.2,24,  926.8,24,  49.7,24,   5.1,24,  11.1, 999.9,   78.1*,  46.9*, 0.00I,999.9, 000000,
999999,23160, 19461114,   57.3,24,   44.0,24, 1013.9,24,  925.6,24,  49.1,24,   7.3,24,  15.9, 999.9,   68.0*,  46.0*,99.99 ,999.9, 010000,
999999,23160, 19461115,   50.8,24,   43.5,24, 1015.3,24,  926.2,24,  40.8,24,   5.6,24,  14.0, 999.9,   57.0*,  44.1*,99.99 ,999.9, 010000,
999999,23160, 19461116,   48.1,24,   33.2,24, 1019.6,24,  929.7,24,  49.7,24,   5.1,24,  10.1, 999.9,   69.1*,  34.0*, 0.00I,999.9, 000000,
999999,23160, 19461117,   58.7,24,   26.1,24, 1019.6,24,  930.5,24,  49.7,24,  10.8,24,  17.1, 999.9,   73.0*,  48.0*, 0.00I,999.9, 000000,
999999,23160, 19461118,   61.3,24,   29.2,24, 1019.0,24,  930.3,24,  49.7,24,   8.8,24,  15.0, 999.9,   75.9*,  52.0*, 0.00I,999.9, 000000,
999999,23160, 19461119,   58.8,24,   31.4,24, 1016.4,24,  927.9,24,  49.7,24,   5.5,24,   8.0, 999.9,   75.9*,  46.0*, 0.00I,999.9, 000000,
999999,23160, 19461120,   59.3,24,   28.4,24, 1015.0,24,  926.6,24,  49.7,24,   6.8,24,  14.0, 999.9,   75.0*,  46.0*, 0.00I,999.9, 000000,
999999,23160, 19461121,   57.4,24,   32.6,24, 1017.3,24,  928.6,24,  49.7,24,   4.3,24,  10.1, 999.9,   75.0*,  43.0*, 0.00I,999.9, 000000,
999999,23160, 19461122,   61.6,24,   31.6,24, 1019.7,24,  931.0,24,  49.7,24,   5.2,24,  12.0, 999.9,   84.0*,  43.0*, 0.00I,999.9, 000000,
999999,23160, 19461123,   61.8,24,   32.5,24, 1016.4,24,  928.3,24,  49.3,24,   4.4,24,  13.0, 999.9,   75.0*,  48.0*, 0.00I,999.9, 000000,
999999,23160, 19461124,   55.7,24,   49.0,24, 1010.7,24,  922.6,24,  33.7,24,   6.6,24,  25.1, 999.9,   66.0*,  52.0*,99.99 ,999.9, 010000,
999999,23160, 19461125,   48.9,24,   37.5,24, 1013.0,24,  924.0,24,  37.9,24,   5.4,24,  11.1, 999.9,   59.0*,  39.0*,99.99 ,999.9, 010000,
999999,23160, 19461126,   47.4,24,   34.6,24, 1021.2,24,  931.2,24,  49.7,24,   3.5,24,   7.0, 999.9,   64.9*,  35.1*, 0.00I,999.9, 000000,
999999,23160, 19461127,   55.8,24,   36.2,24, 1020.0,24,  930.6,24,  49.7,24,   5.7,24,  14.0, 999.9,   78.1*,  37.9*, 0.00I,999.9, 000000,
999999,23160, 19461128,   65.2,24,   30.4,24, 1017.5,24,  929.4,24,  49.7,24,   9.6,24,  15.9, 999.9,   79.0*,  55.0*, 0.00I,999.9, 000000,
999999,23160, 19461129,   63.4,24,   30.8,24, 1015.3,24,  927.3,24,  49.7,24,   6.2,24,  11.1, 999.9,   82.0*,  48.0*, 0.00I,999.9, 000000,
999999,23160, 19461130,   60.0,24,   34.1,24, 1015.5,24,  927.2,24,  49.3,24,   4.6,24,   8.0, 999.9,   80.1*,  45.0*, 0.00I,999.9, 000000,
999999,23160, 19461201,   58.6, 7,   36.3, 7, 1016.4, 7,  927.8, 7,  48.3, 7,   4.0, 7,   7.0, 999.9,   71.1*,  50.0*, 0.00I,999.9, 000000,
999999,23160, 19481001,   81.5,11,   46.2,11, 1012.1,11,  925.7,11,  49.7,11,   7.0,11,  11.1, 999.9,   89.1*,  68.0*, 0.00I,999.9, 000000,
999999,23160, 19481002,   79.4,24,   43.9,24, 1014.3,24,  927.8,24,  36.2,24,   6.9,24,  15.0, 999.9,   91.9*,  64.9*, 0.00I,999.9, 000000,
999999,23160, 19481003,   82.5,24,   36.7,24, 1014.8,24,  928.6,24,  36.2,24,   8.8,24,  15.9, 999.9,   93.9*,  70.0*, 0.00I,999.9, 000000,
999999,23160, 19481004,   81.0,24,   38.2,24, 1010.2,24,  924.3,24,  36.7,24,   7.4,24,  21.0, 999.9,   93.0*,  69.1*, 0.00I,999.9, 000000,
999999,23160, 19481005,   74.3,24,   35.7,24, 1005.8,24,  919.8,24,  36.7,24,   7.2,24,  15.9, 999.9,   88.0*,  62.1*, 0.00I,999.9, 000000,
999999,23160, 19481006,   72.5,24,   42.2,24, 1005.8,24,  919.5,24,  37.3,24,   4.4,24,  10.1, 999.9,   86.0*,  59.0*, 0.00I,999.9, 000000,
999999,23160, 19481007,   73.5,24,   40.2,24, 1007.6,24,  921.2,24,  34.2,24,   3.7,24,  11.1, 999.9,   91.9*,  55.9*, 0.00I,999.9, 000000,
999999,23160, 19481008,   79.2,24,   33.9,24, 1006.8,24,  921.0,24,  36.0,24,   8.4,24,  15.0, 999.9,   91.0*,  68.0*, 0.00I,999.9, 000000,
999999,23160, 19481009,   79.0,24,   46.6,24, 1008.8,24,  922.8,24,  37.3,24,   7.4,24,  13.0, 999.9,   89.1*,  69.1*, 0.00I,999.9, 000000,
999999,23160, 19481010,   75.0,24,   45.2,24, 1008.8,24,  922.6,24,  36.0,24,   4.5,24,  12.0, 999.9,   88.0*,  63.0*, 0.00I,999.9, 000000,
999999,23160, 19481011,   75.9,24,   46.0,24, 1008.1,24,  922.0,24,  36.0,24,   5.0,24,  17.1, 999.9,   87.1*,  64.9*,99.99 ,999.9, 010000,
999999,23160, 19481012,   75.5,24,   43.2,24, 1011.7,24,  925.1,24,  39.8,24,   4.6,24,   8.9, 999.9,   90.0*,  64.0*, 0.00I,999.9, 000000,
999999,23160, 19481013,   75.9,24,   45.3,24, 1013.5,24,  926.9,24,  37.9,24,   3.3,24,   5.1, 999.9,   93.0*,  63.0*, 0.00I,999.9, 000000,
999999,23160, 19481014,   76.3,24,   51.0,24, 1012.4,24,  925.9,24,  41.6,24,   3.4,24,   8.9, 999.9,   89.1*,  63.0*, 0.00I,999.9, 000000,
999999,23160, 19481015,   73.9,24,   45.1,24, 1010.2,24,  923.7,24,  43.1,24,   4.7,24,  10.1, 999.9,   87.1*,  57.9*, 0.00I,999.9, 000000,
999999,23160, 19481016,   71.0,24,   31.0,24, 1011.1,24,  924.1,24,  41.2,24,   4.7,24,   8.9, 999.9,   86.0*,  55.9*, 0.00I,999.9, 000000,
999999,23160, 19481017,   71.9,24,   49.0,24, 1013.5,24,  926.6,24,  36.0,24,  12.2,24,  33.0, 999.9,   82.0*,  64.0*,99.99 ,999.9, 010000,
999999,23160, 19481018,   60.6,24,   47.8,24, 1016.0,24,  927.9,24,  24.9,24,  24.0,24,  34.0, 999.9,   71.1*,  53.1*,99.99 ,999.9, 010010,
999999,23160, 19481019,   62.9,24,   55.6,24, 1015.1,24,  927.0,24,  32.9,24,   4.8,24,  11.1, 999.9,   72.0*,  57.9*,99.99 ,999.9, 010000,
999999,23160, 19481020,   62.6,24,   50.1,24, 1014.7,24,  926.7,24,  37.5,24,   4.5,24,  10.1, 999.9,   75.0*,  51.1*, 0.00I,999.9, 000000,
999999,23160, 19481021,   66.3,24,   48.3,24, 1015.8,24,  927.9,24,  40.4,24,   6.0,24,  13.0, 999.9,   80.1*,  53.1*, 0.00I,999.9, 000000,
999999,23160, 19481022,   70.7,24,   43.9,24, 1017.0,24,  929.5,24,  42.9,24,  12.2,24,  22.0, 999.9,   80.1*,  59.0*, 0.00I,999.9, 000000,
999999,23160, 19481023,   72.1,24,   44.3,24, 1018.7,24,  931.1,24,  37.5,24,  18.5,24,  26.0, 999.9,   80.1*,  66.0*, 0.00I,999.9, 000000,
999999,23160, 19481024,   71.3,24,   34.9,24, 1017.8,24,  930.2,24,  38.1,24,  16.6,24,  28.0, 999.9,   82.0*,  62.1*, 0.00I,999.9, 000000,
999999,23160, 19481025,   71.7,24,   40.0,24, 1015.2,24,  927.9,24,  32.1,24,  10.6,24,  17.1, 999.9,   82.9*,  62.1*, 0.00I,999.9, 000000,
999999,23160, 19481026,   68.4,24,   39.9,24, 1012.4,24,  925.2,24,  37.1,24,   4.1,24,   8.0, 999.9,   82.9*,  55.9*, 0.00I,999.9, 000000,
999999,23160, 19481027,   69.3,24,   42.4,24, 1009.3,24,  922.4,24,  34.6,24,   7.3,24,  17.1, 999.9,   80.1*,  60.1*, 0.00I,999.9, 000000,
999999,23160, 19481028,   67.0,24,   46.7,24, 1008.2,24,  921.3,24,  36.5,24,   9.7,24,  18.1, 999.9,   75.0*,  60.1*, 0.00I,999.9, 000000,
999999,23160, 19481029,   64.2,24,   46.1,24, 1011.0,24,  923.5,24,  36.7,24,   6.7,24,  15.9, 999.9,   72.0*,  57.9*,99.99 ,999.9, 010000,
999999,23160, 19481030,   64.6,24,   49.1,24, 1011.1,24,  923.5,23,  37.1,24,   8.7,24,  18.1, 999.9,   75.0*,  57.0*, 0.00I,999.9, 000000,
999999,23160, 19481031,   52.7,24,   41.1,24, 1015.0,24,  926.4,24,  35.0,24,   7.8,24,  20.0, 999.9,   66.9*,  43.0*,99.99 ,999.9, 010010,
999999,23160, 19481101,   53.9,24,   38.9,24, 1019.6,24,  930.1,24,  30.4,24,   4.9,24,  10.1, 999.9,   75.0*,  37.9*, 0.00I,999.9, 000000,
999999,23160, 19481102,   63.1,24,   41.6,24, 1016.0,24,  927.6,24,  32.9,24,   4.0,24,   7.0, 999.9,   80.1*,  50.0*, 0.00I,999.9, 000000,
999999,23160, 19481103,   62.7,24,   37.0,24, 1012.3,24,  924.5,24,  35.4,24,   6.4,24,  14.0, 999.9,   80.1*,  48.9*, 0.00I,999.9, 000000,
999999,23160, 19481104,   62.4,24,   37.1,24, 1007.2,24,  919.9,24,  34.0,24,   8.2,24,  21.0, 999.9,   75.9*,  50.0*, 0.00I,999.9, 000000,
999999,23160, 19481105,   53.9,24,   14.2,24, 1017.6,24,  928.7,24,  36.2,24,   6.3,24,  15.0, 999.9,   64.9*,  41.0*, 0.00I,999.9, 000000,
999999,23160, 19481106,   54.0,24,   15.9,24, 1019.7,24,  930.2,24,  34.8,24,   7.1,24,  17.1, 999.9,   77.0*,  37.9*, 0.00I,999.9, 000000,
999999,23160, 19481107,   63.1,24,   19.8,24, 1012.3,24,  924.4,24,  36.7,24,  10.4,24,  15.9, 999.9,   75.9*,  46.0*, 0.00I,999.9, 000000,
999999,23160, 19481108,   55.3,24,   24.4,24, 1015.6,24,  927.1,24,  31.9,24,   8.6,24,  19.0, 999.9,   72.0*,  42.1*, 0.00I,999.9, 000000,
999999,23160, 19481109,   47.3,24,   11.9,24, 1023.1,24,  933.1,24,  37.9,24,   4.5,24,  14.0, 999.9,   61.0*,  35.1*, 0.00I,999.9, 000000,
999999,23160, 19481110,   50.6,24,   11.5,24, 1017.8,24,  928.2,24,  40.0,24,   6.8,24,  17.1, 999.9,   72.0*,  35.1*, 0.00I,999.9, 000000,
999999,23160, 19481111,   51.6,24,   14.9,24, 1011.6,24,  922.9,24,  40.6,24,   6.0,24,  11.1, 999.9,   70.0*,  35.1*, 0.00I,999.9, 000000,
999999,23160, 19481112,   53.3,24,   19.2,24, 1016.8,24,  927.7,24,  40.4,24,   5.5,24,  10.1, 999.9,   70.0*,  39.9*, 0.00I,999.9, 000000,
999999,23160, 19481113,   56.2,24,   20.9,24, 1018.3,24,  929.3,24,  39.4,24,   5.5,24,  14.0, 999.9,   77.0*,  42.1*, 0.00I,999.9, 000000,
999999,23160, 19481114,   59.2,24,   25.6,24, 1018.8,24,  930.0,24,  43.3,24,   6.4,24,  10.1, 999.9,   78.1*,  46.0*, 0.00I,999.9, 000000,
999999,23160, 19481115,   59.7,24,   26.7,24, 1017.2,24,  928.7,24,  37.1,24,   6.2,24,  10.1, 999.9,   75.0*,  46.0*, 0.00I,999.9, 000000,
999999,23160, 19481116,   57.8,24,   22.6,24, 1018.8,24,  930.0,24,  43.9,24,   5.8,24,  10.1, 999.9,   77.0*,  44.1*, 0.00I,999.9, 000000,
999999,23160, 19481117,   58.0,24,   20.5,24, 1014.6,24,  926.1,24,  43.9,24,   6.8,24,  15.9, 999.9,   75.0*,  44.1*, 0.00I,999.9, 000000,
999999,23160, 19481118,   54.4,24,   14.8,24, 1015.6,24,  927.0,24,  41.8,24,   7.7,24,  19.0, 999.9,   70.0*,  44.1*, 0.00I,999.9, 000000,
999999,23160, 19481119,   46.4,24,    7.4,24, 1018.4,24,  928.6,24,  39.8,24,   5.1,24,  10.1, 999.9,   66.0*,  32.0*, 0.00I,999.9, 000000,
999999,23160, 19481120,   47.2,24,    7.9,24, 1012.1,24,  922.8,24,  43.1,24,   5.4,24,   8.0, 999.9,   62.1*,  33.1*, 0.00I,999.9, 000000,
999999,23160, 19481121,   48.2,24,   14.8,24, 1012.7,24,  923.5,24,  37.9,24,   5.0,24,   8.9, 999.9,   60.1*,  35.1*, 0.00I,999.9, 000000,
999999,23160, 19481122,   48.9,24,   19.5,24, 1015.7,24,  926.2,24,  34.4,24,   7.4,24,  24.1, 999.9,   60.1*,  36.0*, 0.00I,999.9, 000000,
999999,23160, 19481123,   46.3,24,   17.2,24, 1017.8,24,  928.0,24,  31.5,24,   5.3,24,   8.9, 999.9,   63.0*,  34.0*, 0.00I,999.9, 000000,
999999,23160, 19481124,   49.3,24,   18.8,24, 1014.1,24,  924.8,24,  32.3,24,   4.8,24,   7.0, 999.9,   70.0*,  35.1*, 0.00I,999.9, 000000,
999999,23160, 19481125,   51.3,24,   21.8,24, 1008.8,24,  920.2,24,  35.8,24,   4.8,24,  11.1, 999.9,   66.9*,  37.0*, 0.00I,999.9, 000000,
999999,23160, 19481126,   52.9,24,   27.6,24, 1008.2,24,  919.7,24,  33.6,24,   9.2,24,  21.0, 999.9,   66.0*,  41.0*, 0.00I,999.9, 000000,
999999,23160, 19481127,   44.6,24,   20.3,24, 1015.5,24,  926.1,24,  28.8,24,  10.0,24,  27.0, 999.9,   50.0*,  36.0*,99.99 ,999.9, 010000,
999999,23160, 19481128,   43.8,24,    4.0,24, 1025.7,24,  934.9,24,  34.8,24,  12.4,24,  33.0, 999.9,   60.1*,  30.9*, 0.00I,999.9, 000000,
999999,23160, 19481129,   52.6,24,    7.2,24, 1018.9,24,  929.4,24,  35.6,24,  10.6,24,  25.1, 999.9,   73.0*,  30.9*, 0.00I,999.9, 000000,
999999,23160, 19481130,   51.3,24,    8.5,24, 1016.6,24,  927.3,24,  35.6,24,   7.0,24,  10.1, 999.9,   72.0*,  35.1*, 0.00I,999.9, 000000,
999999,23160, 19481201,   50.0,24,   12.3,24, 1015.5,24,  926.3,24,  35.0,24,   7.3,24,  15.0, 999.9,   66.9*,  37.0*, 0.00I,999.9, 000000,
999999,23160, 19481202,   47.1,24,   13.3,24, 1020.3,24,  930.3,24,  32.9,24,   4.7,24,   8.9, 999.9,   71.1*,  32.0*, 0.00I,999.9, 000000,
999999,23160, 19481203,   53.6,24,   12.5,24, 1015.2,24,  926.1,24,  32.1,24,   7.3,24,  12.0, 999.9,   75.0*,  39.0*, 0.00I,999.9, 000000,
999999,23160, 19481204,   56.8,24,   30.2,24, 1012.4,24,  924.3,24,  31.5,24,   8.8,24,  21.0, 999.9,   70.0*,  44.1*,99.99 ,999.9, 010000,
999999,23160, 19481205,   39.1,24,   18.1,24, 1023.0,24,  932.1,24,  36.5,24,   4.7,24,  14.0, 999.9,   61.0*,  23.0*, 0.00I,999.9, 000000,
999999,23160, 19481206,   43.7,24,   16.7,24, 1017.1,24,  926.9,24,  36.5,24,   5.2,24,  12.0, 999.9,   63.0*,  28.9*, 0.00I,999.9, 000000,
999999,23160, 19481207,   44.2,24,   19.1,24, 1019.2,24,  929.0,24,  34.6,24,   5.0,24,  10.1, 999.9,   61.0*,  28.9*, 0.00I,999.9, 000000,
999999,23160, 19481208,   46.4,24,   18.0,24, 1017.3,24,  927.4,24,  34.8,24,   5.1,24,   8.9, 999.9,   62.1*,  32.0*, 0.00I,999.9, 000000,
999999,23160, 19481209,   50.4,24,   17.2,24, 1016.8,24,  927.3,24,  31.1,24,   7.9,24,  21.0, 999.9,   72.0*,  35.1*, 0.00I,999.9, 000000,
999999,23160, 19481210,   59.5,24,   17.6,24, 1012.8,24,  924.5,24,  32.9,24,   9.4,24,  14.0, 999.9,   72.0*,  50.0*, 0.00I,999.9, 000000,
999999,23160, 19481211,   55.2,24,   26.0,24, 1014.3,24,  925.7,24,  39.6,24,   5.5,24,  11.1, 999.9,   71.1*,  43.0*, 0.00I,999.9, 000000,
999999,23160, 19481212,   54.9,24,   29.0,24, 1015.7,24,  926.8,24,  41.6,24,   5.4,24,   8.9, 999.9,   73.0*,  42.1*, 0.00I,999.9, 000000,
999999,23160, 19481213,   57.5,24,   31.1,24, 1014.5,24,  925.9,24,  47.8,24,   6.8,24,  11.1, 999.9,   75.0*,  46.0*, 0.00I,999.9, 000000,
999999,23160, 19481214,   62.9,24,   41.3,24, 1011.1,24,  923.4,24,  63.6,24,   6.3,24,  13.0, 999.9,   72.0*,  55.9*, 0.00I,999.9, 000000,
