STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
999999,23160, 19690215,   55.5, 8,   39.2, 8, 1013.8, 8,  925.4, 8,  41.0, 8,   4.6, 8,   8.0, 999.9,   64.9*,  44.1*, 0.00I,999.9, 000000,
999999,23160, 19690216,   55.4, 8,   36.9, 8, 1011.6, 8,  923.4, 8,  42.9, 8,   4.8, 8,  14.0, 999.9,   66.9*,  46.0*, 0.00I,999.9, 000000,
999999,23160, 19690217,   52.6, 8,   31.5, 8, 1015.1, 8,  926.4, 8,  42.9, 8,   9.4, 8,  18.1, 999.9,   66.9*,  37.0*, 0.00I,999.9, 000000,
999999,23160, 19690218,   59.9, 8,   27.0, 8, 1009.6, 8,  921.8, 8,  41.0, 8,   9.8, 8,  21.0, 999.9,   66.0*,  54.0*, 0.00I,999.9, 000000,
999999,23160, 19690219,   52.6, 8,   32.0, 8, 1007.5, 8,  919.7, 8,  39.8, 8,  12.4, 8,  22.0, 999.9,   71.1*,  44.1*, 0.00I,999.9, 000000,
999999,23160, 19690220,   44.8, 8,   37.6, 8, 1012.2, 8,  923.1, 8,  36.7, 8,   7.5, 8,  10.1, 999.9,   53.1*,  39.9*,99.99 ,999.9, 010000,
999999,23160, 19690221,   44.8, 8,   36.5, 8, 1014.1, 8,  924.8, 8,  43.5, 8,   6.9, 8,   8.9, 999.9,   57.0*,  36.0*, 0.00I,999.9, 000000,
999999,23160, 19690222,   49.4, 8,   32.4, 8, 1012.9, 8,  924.1, 8,  43.5, 8,   7.4, 8,  20.0, 999.9,   62.1*,  39.0*, 0.00I,999.9, 000000,
999999,23160, 19690223,   41.0, 8,   32.0, 8, 1017.0, 8,  927.3, 8,  39.1, 8,   8.9, 8,  22.9, 999.9,   55.0*,  34.0*,99.99 ,999.9, 010000,
999999,23160, 19690224,   50.5, 8,   23.5, 8, 1016.3, 8,  927.2, 8,  43.5, 8,   7.2, 8,  11.1, 999.9,   70.0*,  37.9*, 0.00I,999.9, 000000,
999999,23160, 19690225,   57.7, 8,   22.0, 8, 1013.8, 8,  925.5, 8,  42.3, 8,   7.9, 8,  12.0, 999.9,   75.9*,  42.1*, 0.00I,999.9, 000000,
999999,23160, 19690226,   57.4, 8,   18.0, 8, 1009.8, 8,  922.0, 8,  43.5, 8,   8.8, 8,  13.0, 999.9,   73.9*,  44.1*, 0.00I,999.9, 000000,
999999,23160, 19690227,   56.3, 8,   39.9, 8, 1013.2, 8,  925.0, 8,  42.3, 8,   7.9, 8,  19.0, 999.9,   66.0*,  46.9*, 0.00I,999.9, 000000,
999999,23160, 19690228,   56.4, 8,   36.3, 8, 1012.5, 8,  924.3, 8,  41.0, 8,   6.2, 8,   8.9, 999.9,   68.0*,  48.0*, 0.00I,999.9, 000000,
999999,23160, 19690301,   52.3, 8,   35.0, 8, 1011.7, 8,  923.4, 8,  41.0, 8,   7.3, 8,  15.9, 999.9,   64.0*,  42.1*, 0.00I,999.9, 000000,
999999,23160, 19690302,   50.4, 8,   20.0, 8, 1015.2, 8,  926.4, 8,  44.7, 8,  10.7, 8,  15.9, 999.9,   62.1*,  37.0*, 0.00I,999.9, 000000,
999999,23160, 19690303,   51.5, 8,   19.7, 8, 1012.9, 8,  924.2, 8,  44.7, 8,   8.5, 8,  14.0, 999.9,   69.1*,  39.0*, 0.00I,999.9, 000000,
999999,23160, 19690304,   51.6, 8,   18.5, 8, 1005.0, 8,  917.2, 8,  37.3, 8,   7.9, 8,  19.0, 999.9,   70.0*,  42.1*, 0.00I,999.9, 000000,
999999,23160, 19690305,   48.0, 8,   22.8, 8, 1011.5, 8,  922.6, 8,  43.5, 8,   7.3, 8,  13.0, 999.9,   54.0*,  43.0*, 0.00I,999.9, 000000,
999999,23160, 19690306,   47.9, 8,   23.8, 8, 1012.3, 8,  923.3, 8,  45.4, 8,   9.4, 8,  14.0, 999.9,   66.0*,  37.0*, 0.00I,999.9, 000000,
999999,23160, 19690307,   49.2, 8,   29.2, 8, 1004.6, 8,  916.6, 8,  35.4, 8,  12.7, 8,  27.0, 999.9,   64.9*,  39.9*,99.99 ,999.9, 010000,
999999,23160, 19690308,   44.2, 8,   23.3, 8, 1010.2, 8,  921.2, 8,  42.3, 8,   8.4, 8,  21.0, 999.9,   54.0*,  34.0*, 0.00I,999.9, 000000,
999999,23160, 19690309,   48.0, 8,   25.2, 8, 1010.7, 8,  921.8, 8,  45.4, 8,   7.3, 8,  13.0, 999.9,   61.0*,  37.9*, 0.00I,999.9, 000000,
999999,23160, 19690310,   52.1, 8,   30.5, 8, 1010.8, 8,  922.4, 8,  39.1, 8,  10.5, 8,  20.0, 999.9,   61.0*,  46.0*, 0.00I,999.9, 000000,
999999,23160, 19690311,   47.9, 8,   31.6, 8, 1015.7, 8,  926.6, 8,  39.8, 8,   7.4, 8,  15.9, 999.9,   59.0*,  39.9*, 0.00I,999.9, 000000,
999999,23160, 19690312,   44.4, 8,   25.0, 8, 1020.2, 8,  930.3, 8,  41.0, 8,   7.6, 8,  13.0, 999.9,   55.0*,  32.0*, 0.00I,999.9, 000000,
999999,23160, 19690313,   49.5, 8,   18.6, 8, 1014.0, 8,  924.9, 8,  41.0, 8,  11.9, 8,  24.1, 999.9,   64.9*,  37.0*, 0.00I,999.9, 000000,
999999,23160, 19690314,   46.7, 8,   28.2, 8, 1013.2, 8,  924.2, 8,  34.8, 8,   8.4, 8,  19.0, 999.9,   55.9*,  39.9*,99.99 ,999.9, 010000,
999999,23160, 19690315,   40.3, 8,   29.0, 8, 1020.5, 8,  930.2, 8,  33.6, 8,   5.1, 8,  10.1, 999.9,   54.0*,  28.9*, 0.00I,999.9, 000000,
999999,23160, 19690316,   46.9, 8,   23.5, 8, 1022.4, 8,  932.4, 8,  37.3, 8,   6.1, 8,   8.9, 999.9,   61.0*,  34.0*, 0.00I,999.9, 000000,
999999,23160, 19690317,   53.4, 8,   19.9, 8, 1020.4, 8,  931.1, 8,  42.3, 8,   5.7, 8,   8.9, 999.9,   73.0*,  39.0*, 0.00I,999.9, 000000,
999999,23160, 19690318,   58.6, 8,   21.0, 8, 1018.9, 8,  930.3, 8,  42.3, 8,   6.5, 8,  10.1, 999.9,   75.0*,  43.0*, 0.00I,999.9, 000000,
999999,23160, 19690319,   62.1, 8,   21.7, 8, 1015.5, 8,  927.5, 8,  45.4, 8,   6.5, 8,  11.1, 999.9,   77.0*,  46.9*, 0.00I,999.9, 000000,
999999,23160, 19690320,   63.6, 8,   23.9, 8, 1013.5, 8,  926.0, 8,  34.2, 8,   8.7, 8,  13.0, 999.9,   80.1*,  50.0*, 0.00I,999.9, 000000,
999999,23160, 19690321,   65.3, 8,   20.3, 8, 1010.8, 8,  923.5, 8,  43.5, 8,   9.6, 8,  22.9, 999.9,   79.0*,  53.1*, 0.00I,999.9, 000000,
999999,23160, 19690322,   57.1, 8,   28.2, 8, 1008.4, 8,  921.1, 8,  38.5, 8,  12.6, 8,  20.0, 999.9,   78.1*,  43.0*,99.99 ,999.9, 010000,
999999,23160, 19690323,   47.5, 8,   38.8, 8, 1016.3, 8,  927.0, 8,  40.4, 8,   6.3, 8,  10.1, 999.9,   66.9*,  37.9*,99.99 ,999.9, 010000,
999999,23160, 19690324,   56.1, 8,   25.5, 8, 1014.2, 8,  925.8, 8,  43.5, 8,   9.5, 8,  19.0, 999.9,   69.1*,  46.9*, 0.00I,999.9, 000000,
999999,23160, 19690325,   55.0, 8,   17.5, 8, 1017.1, 8,  928.3, 8,  44.7, 8,   7.3, 8,  15.0, 999.9,   70.0*,  37.0*, 0.00I,999.9, 000000,
999999,23160, 19690326,   57.9, 8,   18.5, 8, 1015.9, 8,  927.6, 8,  44.7, 8,   5.5, 8,   8.0, 999.9,   73.0*,  39.0*, 0.00I,999.9, 000000,
999999,23160, 19690327,   60.6, 8,   19.5, 8, 1015.7, 8,  927.5, 8,  42.3, 8,   6.7, 8,  12.0, 999.9,   77.0*,  44.1*, 0.00I,999.9, 000000,
999999,23160, 19690328,   63.8, 8,   19.0, 8, 1013.4, 8,  925.7, 8,  43.5, 8,   7.3, 8,  11.1, 999.9,   81.0*,  46.9*, 0.00I,999.9, 000000,
999999,23160, 19690329,   66.6, 8,   18.3, 8, 1015.2, 8,  927.7, 8,  42.3, 8,   7.0, 8,  10.1, 999.9,   82.0*,  52.0*, 0.00I,999.9, 000000,
999999,23160, 19690330,   68.4, 8,   20.3, 8, 1015.8, 8,  928.5, 8,  42.9, 8,   7.9, 8,  10.1, 999.9,   86.0*,  51.1*, 0.00I,999.9, 000000,
999999,23160, 19690331,   71.3, 8,   18.5, 8, 1012.8, 8,  925.9, 8,  44.7, 8,   7.5, 8,  14.0, 999.9,   87.1*,  55.0*, 0.00I,999.9, 000000,
999999,23160, 19690401,   74.1, 8,   20.5, 8, 1009.6, 8,  923.3, 8,  44.7, 8,   6.4, 8,  15.0, 999.9,   87.1*,  61.0*, 0.00I,999.9, 000000,
999999,23160, 19690402,   70.9, 8,   27.3, 8, 1009.6, 8,  923.0, 8,  44.7, 8,   6.8, 8,  14.0, 999.9,   84.0*,  60.1*, 0.00I,999.9, 000000,
999999,23160, 19690403,   70.8, 8,   28.2, 8, 1010.4, 8,  923.7, 8,  44.7, 8,  10.5, 8,  19.0, 999.9,   86.0*,  62.1*, 0.00I,999.9, 000000,
999999,23160, 19690404,   63.4, 8,   30.7, 8, 1012.8, 8,  925.4, 8,  44.7, 8,   7.2, 8,  18.1, 999.9,   75.9*,  48.0*, 0.00I,999.9, 000000,
999999,23160, 19690405,   67.8, 8,   23.9, 8, 1013.0, 8,  925.7, 8,  43.5, 8,   7.3, 8,  12.0, 999.9,   86.0*,  53.1*, 0.00I,999.9, 000000,
999999,23160, 19690406,   70.0, 8,   24.9, 8, 1011.1, 8,  924.3, 8,  44.7, 8,   9.9, 8,  17.1, 999.9,   84.9*,  55.9*, 0.00I,999.9, 000000,
999999,23160, 19690407,   63.0, 8,   28.5, 8, 1012.3, 8,  924.9, 8,  45.4, 8,   8.0, 8,  20.0, 999.9,   80.1*,  46.9*, 0.00I,999.9, 000000,
999999,23160, 19690408,   60.2, 8,   20.9, 8, 1013.1, 8,  925.2, 8,  40.4, 8,   6.4, 8,  11.1, 999.9,   73.9*,  45.0*, 0.00I,999.9, 000000,
999999,23160, 19690409,   65.4, 8,   20.2, 8, 1012.4, 8,  925.0, 8,  41.6, 8,   6.6, 8,  12.0, 999.9,   78.1*,  54.0*, 0.00I,999.9, 000000,
999999,23160, 19690410,   67.5, 8,   29.4, 8, 1009.5, 8,  922.7, 8,  41.0, 8,   6.1, 8,  10.1, 999.9,   80.1*,  55.0*, 0.00I,999.9, 000000,
999999,23160, 19690411,   58.8, 8,   43.2, 8, 1011.8, 8,  924.1, 8,  41.0, 8,   8.6, 8,  14.0, 999.9,   75.9*,  48.9*,99.99 ,999.9, 010010,
999999,23160, 19690412,   59.0, 8,   43.7, 8, 1015.8, 8,  927.5, 8,  40.4, 8,   6.9, 8,  11.1, 999.9,   75.0*,  46.9*, 0.00I,999.9, 000000,
999999,23160, 19690413,   67.0, 8,   37.6, 8, 1011.7, 8,  924.4, 8,  40.4, 8,   6.8, 8,  10.1, 999.9,   81.0*,  53.1*, 0.00I,999.9, 000000,
999999,23160, 19690414,   70.5, 8,   23.4, 8, 1007.0, 8,  920.5, 8,  39.8, 8,   9.2, 8,  15.9, 999.9,   84.0*,  55.0*, 0.00I,999.9, 000000,
999999,23160, 19690415,   71.3, 8,   21.9, 8, 1005.9, 8,  919.7, 8,  38.5, 8,  12.9, 8,  17.1, 999.9,   84.0*,  60.1*, 0.00I,999.9, 000000,
999999,23160, 19690416,   63.5, 8,   24.6, 8, 1009.7, 8,  922.6, 8,  34.8, 8,   9.8, 8,  15.9, 999.9,   75.9*,  50.0*, 0.00I,999.9, 000000,
999999,23160, 19690417,   61.7, 8,   25.5, 8, 1013.4, 8,  925.5, 8,  41.0, 8,   8.3, 8,  15.0, 999.9,   75.0*,  48.0*, 0.00I,999.9, 000000,
999999,23160, 19690418,   65.9, 8,   22.4, 8, 1011.3, 8,  924.0, 8,  41.0, 8,   9.4, 8,  15.0, 999.9,   82.9*,  51.1*, 0.00I,999.9, 000000,
999999,23160, 19690419,   68.2, 8,   21.2, 8, 1007.0, 8,  920.5, 8,  39.8, 8,   8.5, 8,  15.0, 999.9,   84.0*,  57.9*, 0.00I,999.9, 000000,
999999,23160, 19690420,   68.4, 8,   25.1, 8, 1012.3, 8,  925.1, 8,  39.8, 8,   7.5, 8,  13.0, 999.9,   86.0*,  52.0*, 0.00I,999.9, 000000,
999999,23160, 19690421,   74.9, 8,   22.7, 8, 1012.3, 8,  925.7, 8,  41.0, 8,   6.4, 8,  17.1, 999.9,   91.9*,  57.9*, 0.00I,999.9, 000000,
999999,23160, 19690422,   74.3, 8,   17.4, 8, 1010.3, 8,  924.0, 8,  47.2, 8,   9.5, 8,  14.0, 999.9,   91.0*,  54.0*, 0.00I,999.9, 000000,
999999,23160, 19690423,   70.2, 8,   16.5, 8, 1009.9, 8,  923.3, 8,  42.3, 8,   9.1, 8,  18.1, 999.9,   86.0*,  53.1*, 0.00I,999.9, 000000,
999999,23160, 19690424,   71.6, 8,   23.5, 8, 1009.5, 8,  922.9, 8,  47.2, 8,   8.9, 8,  18.1, 999.9,   84.9*,  55.9*, 0.00I,999.9, 000000,
999999,23160, 19690425,   66.3, 8,   19.2, 8, 1007.9, 8,  921.2, 8,  35.4, 8,  10.4, 8,  18.1, 999.9,   84.9*,  48.9*, 0.00I,999.9, 000000,
999999,23160, 19690426,   64.7, 8,   10.4, 8, 1006.2, 8,  919.3, 8,  46.0, 8,  10.4, 8,  17.1, 999.9,   77.0*,  55.0*, 0.00I,999.9, 000000,
999999,23160, 19690427,   62.0, 8,    8.9, 8, 1010.5, 8,  923.1, 8,  44.7, 8,   7.5, 8,  14.0, 999.9,   75.9*,  45.0*, 0.00I,999.9, 000000,
999999,23160, 19690428,   66.3, 8,   13.5, 8, 1013.4, 8,  926.0, 8,  44.7, 8,   8.1, 8,  18.1, 999.9,   81.0*,  51.1*, 0.00I,999.9, 000000,
999999,23160, 19690429,   68.5, 8,   15.5, 8, 1010.2, 8,  923.3, 8,  46.6, 8,   7.1, 8,   8.9, 999.9,   82.0*,  51.1*, 0.00I,999.9, 000000,
999999,23160, 19690430,   71.7, 8,   19.5, 8, 1006.8, 8,  920.4, 8,  39.8, 8,   7.7, 8,  13.0, 999.9,   84.9*,  57.9*, 0.00I,999.9, 000000,
999999,23160, 19690501,   72.1, 8,   23.1, 8, 1006.8, 8,  920.7, 8,  44.7, 8,   7.5, 8,  13.0, 999.9,   84.9*,  55.0*, 0.00I,999.9, 000000,
999999,23160, 19690502,   71.1, 8,   18.1, 8, 1007.7, 8,  921.4, 8,  44.7, 8,   6.1, 8,  15.0, 999.9,   84.9*,  54.0*, 0.00I,999.9, 000000,
999999,23160, 19690503,   72.1, 8,   27.3, 8, 1005.7, 8,  919.5, 8,  44.7, 8,  10.5, 8,  15.0, 999.9,   86.0*,  57.9*, 0.00I,999.9, 000000,
999999,23160, 19690504,   67.3, 8,   38.4, 8, 1001.3, 8,  915.3, 8,  39.8, 8,  16.0, 8,  24.1, 999.9,   82.0*,  60.1*,99.99 ,999.9, 010000,
999999,23160, 19690505,   53.9, 8,   39.8, 8, 1004.5, 8,  917.1, 8,  34.2, 8,   9.3, 8,  22.0, 999.9,   66.0*,  45.0*,99.99 ,999.9, 010000,
999999,23160, 19690506,   51.5, 8,   40.7, 8, 1009.5, 8,  921.0, 8,  42.3, 8,   4.7, 8,  10.1, 999.9,   63.0*,  43.0*,99.99 ,999.9, 010000,
999999,23160, 19690507,   57.2, 8,   38.7, 8, 1013.3, 8,  925.0, 8,  45.4, 8,   8.7, 8,  15.0, 999.9,   71.1*,  46.9*, 0.00I,999.9, 000000,
999999,23160, 19690508,   65.7, 8,   38.5, 8, 1016.3, 8,  928.5, 8,  46.6, 8,   6.0, 8,   8.9, 999.9,   78.1*,  52.0*, 0.00I,999.9, 000000,
999999,23160, 19690509,   75.5, 8,   33.6, 8, 1014.8, 8,  927.9, 8,  46.0, 8,   8.1, 8,  12.0, 999.9,   89.1*,  60.1*, 0.00I,999.9, 000000,
999999,23160, 19690510,   78.9, 8,   29.9, 8, 1008.0, 8,  922.1, 8,  44.7, 8,   5.9, 8,  10.1, 999.9,   91.0*,  63.0*, 0.00I,999.9, 000000,
999999,23160, 19690511,   79.2, 8,   34.0, 8, 1007.7, 8,  922.0, 8,  44.7, 8,   7.7, 8,  12.0, 999.9,   91.0*,  64.0*, 0.00I,999.9, 000000,
999999,23160, 19690512,   74.5, 8,   39.6, 8, 1010.9, 8,  924.6, 8,  41.6, 8,   7.7, 8,  12.0, 999.9,   86.0*,  62.1*, 0.00I,999.9, 000000,
999999,23160, 19690513,   73.7, 8,   41.7, 8, 1011.6, 8,  925.1, 8,  39.1, 8,   8.1, 8,  18.1, 999.9,   86.0*,  64.0*, 0.00I,999.9, 000000,
999999,23160, 19690514,   73.5, 8,   39.6, 8, 1011.7, 8,  925.0, 8,  44.7, 8,   4.6, 8,  12.0, 999.9,   84.9*,  64.9*, 0.00I,999.9, 000000,
999999,23160, 19690515,   76.9, 8,   33.0, 8, 1007.9, 8,  921.9, 8,  46.6, 8,   7.8, 8,  12.0, 999.9,   87.1*,  64.0*, 0.00I,999.9, 000000,
999999,23160, 19690516,   76.8, 8,   31.7, 8, 1009.0, 8,  922.9, 8,  42.9, 8,   8.5, 8,  14.0, 999.9,   89.1*,  60.1*, 0.00I,999.9, 000000,
999999,23160, 19690517,   77.5, 8,   22.2, 8, 1011.0, 8,  924.8, 8,  44.1, 8,   8.2, 8,  15.0, 999.9,   91.9*,  60.1*, 0.00I,999.9, 000000,
999999,23160, 19690518,   80.7, 8,   22.5, 8, 1008.4, 8,  922.7, 8,  46.0, 8,   6.1, 8,   8.0, 999.9,   96.1*,  66.9*, 0.00I,999.9, 000000,
999999,23160, 19690519,   83.6, 8,   23.1, 8, 1007.5, 8,  922.2, 8,  51.0, 8,   9.5, 8,  12.0, 999.9,   97.0*,  66.9*, 0.00I,999.9, 000000,
999999,23160, 19690520,   82.1, 8,   25.1, 8, 1008.8, 8,  923.2, 8,  51.0, 8,   5.7, 8,  10.1, 999.9,   97.0*,  63.0*, 0.00I,999.9, 000000,
999999,23160, 19690521,   81.1, 8,   24.0, 8, 1008.0, 8,  922.4, 8,  51.0, 8,   7.5, 8,  13.0, 999.9,   97.0*,  63.0*, 0.00I,999.9, 000000,
999999,23160, 19690522,   81.0, 8,   11.6, 8, 1007.8, 8,  922.2, 8,  44.7, 8,   8.6, 8,  14.0, 999.9,   96.1*,  63.0*, 0.00I,999.9, 000000,
999999,23160, 19690523,   81.3, 8,   17.1, 8, 1009.8, 8,  924.0, 8,  41.6, 8,   9.0, 8,  13.0, 999.9,   96.1*,  64.9*, 0.00I,999.9, 000000,
999999,23160, 19690524,   79.9, 8,   20.4, 8, 1009.7, 8,  924.0, 8,  42.9, 8,   8.1, 8,  13.0, 999.9,   96.1*,  63.0*, 0.00I,999.9, 000000,
999999,23160, 19690525,   78.4, 8,   16.7, 8, 1009.6, 8,  923.7, 8,  42.3, 8,   6.8, 8,  12.0, 999.9,   93.9*,  61.0*, 0.00I,999.9, 000000,
999999,23160, 19690526,   81.5, 8,   21.9, 8, 1008.8, 8,  923.0, 8,  45.4, 8,   6.4, 8,   8.9, 999.9,   96.1*,  64.0*, 0.00I,999.9, 000000,
999999,23160, 19690527,   83.0, 8,   21.9, 8, 1007.3, 8,  921.9, 8,  44.1, 8,   6.5, 8,   8.9, 999.9,   98.1*,  64.0*, 0.00I,999.9, 000000,
999999,23160, 19690528,   85.5, 8,   25.2, 8, 1007.5, 8,  922.3, 8,  43.5, 8,   6.9, 8,  13.0, 999.9,  100.9*,  66.9*, 0.00I,999.9, 000000,
999999,23160, 19690529,   86.1, 8,   27.9, 8, 1009.5, 8,  924.3, 8,  43.5, 8,   6.4, 8,  13.0, 999.9,  102.0*,  68.0*, 0.00I,999.9, 000000,
999999,23160, 19690530,   88.5, 8,   32.1, 8, 1006.5, 8,  921.6, 8,  34.2, 8,   7.2, 8,  13.0, 999.9,  100.9*,  71.1*, 0.00I,999.9, 000000,
999999,23160, 19690531,   86.5, 8,   30.2, 8, 1005.1, 8,  920.3, 8,  44.1, 8,   7.4, 8,  13.0, 999.9,  100.9*,  72.0*, 0.00I,999.9, 000000,
999999,23160, 19690601,   84.9, 8,   32.9, 8, 1005.9, 8,  920.9, 8,  44.1, 8,   7.9, 8,  15.0, 999.9,   97.0*,  70.0*, 0.00I,999.9, 000000,
999999,23160, 19690602,   83.4, 8,   34.9, 8, 1006.4, 8,  921.2, 8,  41.6, 8,   5.6, 8,  10.1, 999.9,   96.1*,  69.1*, 0.00I,999.9, 000000,
999999,23160, 19690603,   80.5, 8,   38.0, 8, 1006.8, 8,  921.3, 8,  44.1, 8,   5.1, 8,  15.9, 999.9,   93.0*,  66.9*, 0.00I,999.9, 000000,
999999,23160, 19690604,   79.9, 8,   41.6, 8, 1008.4, 8,  922.7, 8,  43.5, 8,   6.4, 8,  12.0, 999.9,   93.0*,  64.0*, 0.00I,999.9, 000000,
999999,23160, 19690605,   85.8, 8,   39.3, 8, 1007.5, 8,  922.3, 8,  38.5, 8,   9.7, 8,  24.1, 999.9,   95.0*,  69.1*, 0.00I,999.9, 000000,
999999,23160, 19690606,   83.5, 8,   40.0, 8, 1006.2, 8,  921.1, 8,  38.5, 8,   5.4, 8,   7.0, 999.9,   98.1*,  66.9*, 0.00I,999.9, 000000,
999999,23160, 19690607,   83.4, 8,   34.7, 8, 1006.0, 8,  920.8, 8,  41.6, 8,   7.0, 8,  15.0, 999.9,   99.0*,  70.0*, 0.00I,999.9, 000000,
999999,23160, 19690608,   81.3, 8,   35.5, 8, 1007.3, 8,  921.7, 8,  40.4, 8,   8.6, 8,  18.1, 999.9,   93.9*,  64.0*, 0.00I,999.9, 000000,
999999,23160, 19690609,   80.0, 8,   30.4, 8, 1006.5, 8,  921.0, 8,  42.9, 8,   7.4, 8,  14.0, 999.9,   93.9*,  61.0*, 0.00I,999.9, 000000,
999999,23160, 19690610,   76.6, 8,   31.7, 8, 1004.1, 8,  918.6, 8,  47.2, 8,  10.3, 8,  21.0, 999.9,   93.0*,  61.0*, 0.00I,999.9, 000000,
999999,23160, 19690611,   73.4, 8,   37.4, 8, 1005.5, 8,  919.5, 8,  49.1, 8,   9.9, 8,  19.0, 999.9,   86.0*,  60.1*, 0.00I,999.9, 000000,
999999,23160, 19690612,   75.5, 8,   37.0, 8, 1007.2, 8,  921.1, 8,  47.2, 8,   6.8, 8,  15.0, 999.9,   87.1*,  61.0*, 0.00I,999.9, 000000,
999999,23160, 19690613,   76.5, 8,   39.7, 8, 1007.0, 8,  921.1, 8,  44.7, 8,   6.6, 8,  11.1, 999.9,   89.1*,  63.0*, 0.00I,999.9, 000000,
999999,23160, 19690614,   79.1, 8,   38.6, 8, 1008.2, 8,  922.3, 8,  39.1, 8,   7.5, 8,  11.1, 999.9,   91.0*,  64.9*, 0.00I,999.9, 000000,
999999,23160, 19690615,   84.2, 8,   36.7, 8, 1004.9, 8,  919.8, 8,  41.6, 8,   8.6, 8,  14.0, 999.9,   96.1*,  70.0*, 0.00I,999.9, 000000,
999999,23160, 19690616,   83.5, 8,   39.0, 8, 1003.8, 8,  918.7, 8,  45.4, 8,  11.0, 8,  17.1, 999.9,   96.1*,  73.9*, 0.00I,999.9, 000000,
999999,23160, 19690617,   79.1, 8,   38.0, 8, 1007.7, 8,  922.0, 8,  46.0, 8,  10.0, 8,  22.0, 999.9,   90.0*,  66.0*, 0.00I,999.9, 000000,
999999,23160, 19690618,   80.7, 8,   41.5, 8, 1009.2, 8,  923.5, 8,  43.5, 8,   8.1, 8,  15.0, 999.9,   91.9*,  66.9*, 0.00I,999.9, 000000,
999999,23160, 19690619,   82.3, 8,   35.4, 8, 1007.7, 8,  922.2, 8,  42.3, 8,   7.6, 8,  15.0, 999.9,   96.1*,  66.0*, 0.00I,999.9, 000000,
999999,23160, 19690620,   85.7, 8,   26.3, 8, 1006.7, 8,  921.5, 8,  42.3, 8,   8.2, 8,  14.0, 999.9,   99.0*,  68.0*, 0.00I,999.9, 000000,
999999,23160, 19690621,   84.5, 8,   17.8, 8, 1006.7, 8,  921.6, 8,  44.7, 8,  10.0, 8,  15.9, 999.9,  100.9*,  66.0*, 0.00I,999.9, 000000,
999999,23160, 19690622,   81.4, 8,   26.5, 8, 1008.3, 8,  922.7, 8,  44.7, 8,   8.1, 8,  18.1, 999.9,   96.1*,  64.0*, 0.00I,999.9, 000000,
999999,23160, 19690623,   84.2, 8,   42.9, 8, 1007.4, 8,  922.0, 8,  43.5, 8,   8.5, 8,  15.9, 999.9,   95.0*,  71.1*, 0.00I,999.9, 000000,
999999,23160, 19690624,   85.1, 8,   42.7, 8, 1003.3, 8,  918.4, 8,  47.2, 8,  11.2, 8,  18.1, 999.9,   97.0*,  75.0*, 0.00I,999.9, 000000,
999999,23160, 19690625,   83.0, 8,   39.7, 8, 1002.2, 8,  917.3, 8,  39.8, 8,  14.9, 8,  26.0, 999.9,   93.9*,  72.0*, 0.00I,999.9, 000000,
999999,23160, 19690626,   81.3, 8,   39.9, 8, 1004.2, 8,  919.0, 8,  39.1, 8,  12.1, 8,  19.0, 999.9,   91.0*,  72.0*, 0.00I,999.9, 000000,
999999,23160, 19690627,   82.9, 8,   42.0, 8, 1008.1, 8,  922.6, 8,  43.5, 8,   7.0, 8,  10.1, 999.9,   98.1*,  66.9*, 0.00I,999.9, 000000,
999999,23160, 19690628,   85.1, 8,   35.3, 8, 1007.7, 8,  922.4, 8,  50.3, 8,   8.9, 8,  18.1, 999.9,  100.9*,  66.9*, 0.00I,999.9, 000000,
999999,23160, 19690629,   87.5, 8,   29.8, 8, 1006.2, 8,  921.4, 8,  44.7, 8,   7.8, 8,  14.0, 999.9,  102.9*,  70.0*, 0.00I,999.9, 000000,
999999,23160, 19690630,   89.4, 8,   34.0, 8, 1006.6, 8,  921.8, 8,  44.1, 8,   8.4, 8,  15.0, 999.9,  102.9*,  70.0*, 0.00I,999.9, 000000,
999999,23160, 19690701,   91.5, 8,   38.8, 8, 1008.0, 8,  923.3, 8,  45.4, 8,   9.3, 8,  15.9, 999.9,  106.0*,  77.0*, 0.00I,999.9, 000000,
999999,23160, 19690702,   91.4, 8,   55.2, 8, 1009.7, 8,  924.8, 8,  40.4, 8,  10.4, 8,  17.1, 999.9,  106.0*,  79.0*,99.99 ,999.9, 010000,
999999,23160, 19690703,   92.3, 8,   53.6, 8, 1006.6, 8,  922.1, 8,  40.4, 8,  10.9, 8,  22.0, 999.9,  104.0*,  75.9*,99.99 ,999.9, 010010,
999999,23160, 19690704,   88.2, 8,   52.3, 8, 1004.5, 8,  919.8, 8,  41.0, 8,   9.6, 8,  15.0, 999.9,  105.1*,  77.0*,99.99 ,999.9, 010000,
999999,23160, 19690705,   91.6, 8,   44.8, 8, 1003.2, 8,  918.9, 8,  42.9, 8,  11.4, 8,  18.1, 999.9,  102.9*,  78.1*, 0.00I,999.9, 000000,
999999,23160, 19690706,   90.4, 8,   45.6, 8, 1003.4, 8,  919.1, 8,  46.0, 8,  12.0, 8,  20.0, 999.9,  102.0*,  79.0*, 0.00I,999.9, 000000,
999999,23160, 19690707,   86.6, 8,   41.1, 8, 1005.8, 8,  921.0, 8,  44.7, 8,  10.6, 8,  18.1, 999.9,   97.0*,  73.9*, 0.00I,999.9, 000000,
